threadpool_size,block_size,batch_completion_time
1,1,1.2920575974884305
1,40,0.880732799171339
1,80,0.9013068113006464
2,40,0.8915284780682514
8,200,0.9325540520563848
1,220,0.9354408488554113
2,180,0.8735367969304574
1,200,0.9197401249108195
1,20,0.963916623656125
8,120,0.8833893966274101
4,100,0.8922393051516109
