threadpool_size,block_size,batch_completion_time
1,180,1.350603689789301
4,120,1.3951239491639873
4,220,1.4583493508840266
2,100,1.4011227646364053
8,280,1.4151560294298315
2,260,1.3571827208650284
2,80,1.416212467336843
4,280,1.4150151363003394
2,40,1.4287564636690342
8,100,1.4117503557280588
