iomode,bandwidth,total_size,block_size,latency
1,7000,1073741824,131072,3.460812568664551
1,7000,1073741824,262144,2.6559953689575195
1,7000,1073741824,524288,2.2807483673095703
1,7000,1073741824,1048576,2.096909999847412
1,7000,1073741824,2097152,2.5496826171875
1,7000,1073741824,4194304,1.6112678050994873
1,7000,1073741824,8388608,1.4473624229431152
1,7000,1073741824,16777216,1.388791561126709
1,7000,1073741824,33554432,1.384894847869873
1,7000,1073741824,67108864,1.3761143684387207
1,7000,1073741824,134217728,1.3402986526489258
1,7000,1073741824,268435456,1.3285396099090576
1,7000,1073741824,536870912,1.5719776153564453
1,7000,1073741824,1073741824,1.2971382141113281
