iomode,bandwidth,total_size,block_size,latency
1,4000,4294967296,131072,55.18300771713257
1,4000,4294967296,157286,42.7756667137146
1,4000,4294967296,188743,36.44908905029297
1,4000,4294967296,226492,33.17326855659485
1,4000,4294967296,271790,30.803688049316406
1,4000,4294967296,326149,26.931034564971924
1,4000,4294967296,391378,25.87817406654358
1,4000,4294967296,469654,19.858150243759155
1,4000,4294967296,563585,18.167028427124023
1,4000,4294967296,676302,18.31064248085022
1,4000,4294967296,811563,16.086740732192993
1,4000,4294967296,973875,16.519581079483032
1,4000,4294967296,1168651,18.060046911239624
1,4000,4294967296,1402381,17.136929512023926
1,4000,4294967296,1682857,15.243340969085693
1,4000,4294967296,2019429,16.033997774124146
1,4000,4294967296,2423314,13.695756196975708
1,4000,4294967296,2907977,13.423133134841919
1,4000,4294967296,3489573,15.05811071395874
1,4000,4294967296,4187488,12.140275716781616
1,4000,4294967296,5024985,11.539597988128662
1,4000,4294967296,6029983,13.398017168045044
1,4000,4294967296,7235979,10.952597856521606
1,4000,4294967296,8683175,10.74467396736145
1,4000,4294967296,10419810,10.243170022964478
1,4000,4294967296,12503772,10.104571104049683
1,4000,4294967296,15004527,10.798049449920654
1,4000,4294967296,18005432,10.218375444412231
1,4000,4294967296,21606519,12.791844606399536
1,4000,4294967296,25927823,9.514893531799316
1,4000,4294967296,31113388,9.47946572303772
1,4000,4294967296,37336065,12.585871934890747
1,4000,4294967296,44803279,9.501242876052856
1,4000,4294967296,53763934,9.429492235183716
1,4000,4294967296,64516721,9.391865491867065
1,4000,4294967296,77420066,10.98354959487915
1,4000,4294967296,92904079,13.378040313720703
1,4000,4294967296,111484895,9.331056356430054
1,4000,4294967296,133781874,9.416043996810913
1,4000,4294967296,160538249,11.245403528213501
1,4000,4294967296,192645898,13.828963279724121
1,4000,4294967296,231175078,13.101732015609741
1,4000,4294967296,277410094,12.34380316734314
1,4000,4294967296,332892113,8.732879638671875
1,4000,4294967296,399470536,8.686323165893555
1,4000,4294967296,479364643,8.369072675704956
1,4000,4294967296,575237571,8.770843267440796
1,4000,4294967296,690285086,9.066748857498169
1,4000,4294967296,828342103,9.821155786514282
1,4000,4294967296,994010524,11.315845489501953
