iomode,bandwidth,total_size,block_size,latency
1,1000,4294967296,131072,91.51217412948608
1,1000,4294967296,157286,105.44195747375488
1,1000,4294967296,188743,68.49273109436035
1,1000,4294967296,226492,106.68224930763245
1,1000,4294967296,271790,98.81563997268677
1,1000,4294967296,326149,136.89110779762268
1,1000,4294967296,391378,125.40348482131958
1,1000,4294967296,469654,168.42025089263916
1,1000,4294967296,563585,105.38361620903015
1,1000,4294967296,676302,112.46254301071167
1,1000,4294967296,811563,104.02421498298645
1,1000,4294967296,973875,76.52024936676025
1,1000,4294967296,1168651,77.05110788345337
1,1000,4294967296,1402381,66.82487368583679
1,1000,4294967296,1682857,75.05380344390869
1,1000,4294967296,2019429,60.32420754432678
1,1000,4294967296,2423314,60.12562012672424
1,1000,4294967296,2907977,69.48606419563293
1,1000,4294967296,3489573,61.136977434158325
1,1000,4294967296,4187488,58.623370885849
1,1000,4294967296,5024985,54.53517556190491
1,1000,4294967296,6029983,51.722426414489746
1,1000,4294967296,7235979,60.239272356033325
1,1000,4294967296,8683175,58.4307758808136
1,1000,4294967296,10419810,57.82355332374573
1,1000,4294967296,12503772,43.701064586639404
1,1000,4294967296,15004527,44.39756369590759
1,1000,4294967296,18005432,36.73644232749939
1,1000,4294967296,21606519,36.69332695007324
1,1000,4294967296,25927823,36.49491548538208
1,1000,4294967296,31113388,36.55941915512085
1,1000,4294967296,37336065,59.32263445854187
1,1000,4294967296,44803279,36.444130182266235
1,1000,4294967296,53763934,36.2947895526886
1,1000,4294967296,64516721,36.42220115661621
1,1000,4294967296,77420066,57.14891219139099
1,1000,4294967296,92904079,36.39337420463562
1,1000,4294967296,111484895,36.033573627471924
1,1000,4294967296,133781874,39.97452425956726
1,1000,4294967296,160538249,35.513418197631836
1,1000,4294967296,192645898,61.372485637664795
1,1000,4294967296,231175078,35.27746653556824
1,1000,4294967296,277410094,62.91881608963013
1,1000,4294967296,332892113,33.812108755111694
1,1000,4294967296,399470536,52.523470878601074
1,1000,4294967296,479364643,37.877790689468384
1,1000,4294967296,575237571,34.004029273986816
1,1000,4294967296,690285086,61.974207639694214
1,1000,4294967296,828342103,64.86448049545288
1,1000,4294967296,994010524,61.99379372596741
