iomode,bandwidth,total_size,block_size,latency
1,7000,4294967296,131072,49.96259260177612
1,7000,4294967296,157286,45.3241970539093
1,7000,4294967296,188743,34.40676307678223
1,7000,4294967296,226492,28.815771341323853
1,7000,4294967296,271790,24.70804262161255
1,7000,4294967296,326149,21.41039729118347
1,7000,4294967296,391378,19.879592657089233
1,7000,4294967296,469654,18.588505744934082
1,7000,4294967296,563585,14.146208763122559
1,7000,4294967296,676302,14.891951322555542
1,7000,4294967296,811563,11.728672981262207
1,7000,4294967296,973875,12.198279619216919
1,7000,4294967296,1168651,11.551737308502197
1,7000,4294967296,1402381,10.773085832595825
1,7000,4294967296,1682857,12.756086349487305
1,7000,4294967296,2019429,11.038263320922852
1,7000,4294967296,2423314,9.770050764083862
1,7000,4294967296,2907977,11.23169755935669
1,7000,4294967296,3489573,8.394703388214111
1,7000,4294967296,4187488,8.277421474456787
1,7000,4294967296,5024985,7.721700429916382
1,7000,4294967296,6029983,6.956941366195679
1,7000,4294967296,7235979,6.841600179672241
1,7000,4294967296,8683175,7.369578838348389
1,7000,4294967296,10419810,6.4815404415130615
1,7000,4294967296,12503772,6.924222230911255
1,7000,4294967296,15004527,6.084280967712402
1,7000,4294967296,18005432,6.4532856941223145
1,7000,4294967296,21606519,5.879062175750732
1,7000,4294967296,25927823,6.290114164352417
1,7000,4294967296,31113388,5.68474268913269
1,7000,4294967296,37336065,6.081587791442871
1,7000,4294967296,44803279,6.996870040893555
1,7000,4294967296,53763934,5.920024156570435
1,7000,4294967296,64516721,6.793531179428101
1,7000,4294967296,77420066,5.965743064880371
1,7000,4294967296,92904079,7.0132832527160645
1,7000,4294967296,111484895,5.782422304153442
1,7000,4294967296,133781874,6.926090478897095
1,7000,4294967296,160538249,5.651584148406982
1,7000,4294967296,192645898,6.4141950607299805
1,7000,4294967296,231175078,5.660478115081787
1,7000,4294967296,277410094,6.725878715515137
1,7000,4294967296,332892113,5.40529990196228
1,7000,4294967296,399470536,6.377026796340942
1,7000,4294967296,479364643,5.16981840133667
1,7000,4294967296,575237571,5.3911333084106445
1,7000,4294967296,690285086,5.554683208465576
1,7000,4294967296,828342103,6.493134260177612
1,7000,4294967296,994010524,5.303693532943726
