iomode,bandwidth,total_size,block_size,latency
1,9000,4294967296,131072,58.85340857505798
1,9000,4294967296,157286,59.17503905296326
1,9000,4294967296,188743,46.2435040473938
1,9000,4294967296,226492,36.58785033226013
1,9000,4294967296,271790,34.060282468795776
1,9000,4294967296,326149,30.31974220275879
1,9000,4294967296,391378,27.169776916503906
1,9000,4294967296,469654,24.635839223861694
1,9000,4294967296,563585,13.261381387710571
1,9000,4294967296,676302,19.908267736434937
1,9000,4294967296,811563,10.764319658279419
1,9000,4294967296,973875,10.328815937042236
1,9000,4294967296,1168651,10.764166116714478
1,9000,4294967296,1402381,9.922768115997314
1,9000,4294967296,1682857,10.210484743118286
1,9000,4294967296,2019429,15.887248516082764
1,9000,4294967296,2423314,10.038027286529541
1,9000,4294967296,2907977,8.037709474563599
1,9000,4294967296,3489573,7.3271167278289795
1,9000,4294967296,4187488,11.42166018486023
1,9000,4294967296,5024985,6.824270248413086
1,9000,4294967296,6029983,7.01126503944397
1,9000,4294967296,7235979,7.019889831542969
1,9000,4294967296,8683175,5.706587076187134
1,9000,4294967296,10419810,9.149719715118408
1,9000,4294967296,12503772,5.494440793991089
1,9000,4294967296,15004527,5.7369701862335205
1,9000,4294967296,18005432,5.3225696086883545
1,9000,4294967296,21606519,5.3232176303863525
1,9000,4294967296,25927823,5.175023078918457
1,9000,4294967296,31113388,4.927330017089844
1,9000,4294967296,37336065,5.452232837677002
1,9000,4294967296,44803279,5.264262914657593
1,9000,4294967296,53763934,5.189730405807495
1,9000,4294967296,64516721,5.167705774307251
1,9000,4294967296,77420066,5.170542240142822
1,9000,4294967296,92904079,5.277544021606445
1,9000,4294967296,111484895,5.077195882797241
1,9000,4294967296,133781874,5.043339490890503
1,9000,4294967296,160538249,5.244117498397827
1,9000,4294967296,192645898,4.9987475872039795
1,9000,4294967296,231175078,4.946407079696655
1,9000,4294967296,277410094,5.202438592910767
1,9000,4294967296,332892113,4.718235492706299
1,9000,4294967296,399470536,4.673411846160889
1,9000,4294967296,479364643,4.54394006729126
1,9000,4294967296,575237571,4.863561391830444
1,9000,4294967296,690285086,5.082958936691284
1,9000,4294967296,828342103,4.914560317993164
1,9000,4294967296,994010524,4.873277187347412
