iomode,bandwidth,total_size,block_size,latency
1,8000,4294967296,131072,67.71111035346985
1,8000,4294967296,157286,39.949342489242554
1,8000,4294967296,188743,32.21156358718872
1,8000,4294967296,226492,46.89421892166138
1,8000,4294967296,271790,23.344566345214844
1,8000,4294967296,326149,32.52796030044556
1,8000,4294967296,391378,17.45236325263977
1,8000,4294967296,469654,28.90615963935852
1,8000,4294967296,563585,12.726412534713745
1,8000,4294967296,676302,11.84286379814148
1,8000,4294967296,811563,18.778401851654053
1,8000,4294967296,973875,10.829256296157837
1,8000,4294967296,1168651,10.270002365112305
1,8000,4294967296,1402381,10.2747962474823
1,8000,4294967296,1682857,17.620299577713013
1,8000,4294967296,2019429,12.923410415649414
1,8000,4294967296,2423314,9.49828553199768
1,8000,4294967296,2907977,8.308795690536499
1,8000,4294967296,3489573,12.249035120010376
1,8000,4294967296,4187488,9.0399169921875
1,8000,4294967296,5024985,7.436950922012329
1,8000,4294967296,6029983,7.117671012878418
1,8000,4294967296,7235979,11.034924983978271
1,8000,4294967296,8683175,12.92492151260376
1,8000,4294967296,10419810,6.323896408081055
1,8000,4294967296,12503772,8.71728801727295
1,8000,4294967296,15004527,8.265729188919067
1,8000,4294967296,18005432,5.831470489501953
1,8000,4294967296,21606519,10.720887899398804
1,8000,4294967296,25927823,13.20539140701294
1,8000,4294967296,31113388,5.047564744949341
1,8000,4294967296,37336065,14.299948453903198
1,8000,4294967296,44803279,5.726876258850098
1,8000,4294967296,53763934,13.541416883468628
1,8000,4294967296,64516721,8.608479738235474
1,8000,4294967296,77420066,5.71229100227356
1,8000,4294967296,92904079,16.48628854751587
1,8000,4294967296,111484895,5.408187389373779
1,8000,4294967296,133781874,14.325065612792969
1,8000,4294967296,160538249,17.23700451850891
1,8000,4294967296,192645898,15.990823984146118
1,8000,4294967296,231175078,6.793379545211792
1,8000,4294967296,277410094,5.910094976425171
1,8000,4294967296,332892113,13.953049182891846
1,8000,4294967296,399470536,11.747865676879883
1,8000,4294967296,479364643,12.880625486373901
1,8000,4294967296,575237571,13.272945165634155
1,8000,4294967296,690285086,7.998657464981079
1,8000,4294967296,828342103,7.20323634147644
1,8000,4294967296,994010524,6.863070011138916
