iomode,bandwidth,total_size,block_size,latency
1,6000,4294967296,131072,147.0207278728485
1,6000,4294967296,157286,116.54847502708435
1,6000,4294967296,188743,69.51057648658752
1,6000,4294967296,226492,62.750388622283936
1,6000,4294967296,271790,59.4760627746582
1,6000,4294967296,326149,52.162320375442505
1,6000,4294967296,391378,19.265276193618774
1,6000,4294967296,469654,21.005539178848267
1,6000,4294967296,563585,14.762298345565796
1,6000,4294967296,676302,13.562922954559326
1,6000,4294967296,811563,12.468924283981323
1,6000,4294967296,973875,11.526799201965332
1,6000,4294967296,1168651,12.489090204238892
1,6000,4294967296,1402381,13.016470670700073
1,6000,4294967296,1682857,12.30136752128601
1,6000,4294967296,2019429,12.038825511932373
1,6000,4294967296,2423314,9.979033470153809
1,6000,4294967296,2907977,10.658147811889648
1,6000,4294967296,3489573,9.31608247756958
1,6000,4294967296,4187488,9.552889108657837
1,6000,4294967296,5024985,8.054863452911377
1,6000,4294967296,6029983,9.412897109985352
1,6000,4294967296,7235979,7.798507928848267
1,6000,4294967296,8683175,8.60700535774231
1,6000,4294967296,10419810,7.434006929397583
1,6000,4294967296,12503772,7.217199802398682
1,6000,4294967296,15004527,9.356496810913086
1,6000,4294967296,18005432,6.643806219100952
1,6000,4294967296,21606519,8.345606327056885
1,6000,4294967296,25927823,6.697113513946533
1,6000,4294967296,31113388,6.723485469818115
1,6000,4294967296,37336065,9.799880743026733
1,6000,4294967296,44803279,9.861401081085205
1,6000,4294967296,53763934,8.964519023895264
1,6000,4294967296,64516721,6.528500080108643
1,6000,4294967296,77420066,6.735754489898682
1,6000,4294967296,92904079,8.97125792503357
1,6000,4294967296,111484895,8.54248309135437
1,6000,4294967296,133781874,8.067628145217896
1,6000,4294967296,160538249,6.353758096694946
1,6000,4294967296,192645898,8.849355220794678
1,6000,4294967296,231175078,8.66637921333313
1,6000,4294967296,277410094,7.13800311088562
1,6000,4294967296,332892113,8.90200424194336
1,6000,4294967296,399470536,7.410048484802246
1,6000,4294967296,479364643,5.764098644256592
1,6000,4294967296,575237571,8.949057579040527
1,6000,4294967296,690285086,9.527129888534546
1,6000,4294967296,828342103,6.193861484527588
1,6000,4294967296,994010524,5.971024990081787
