io_mode,bandwidth,total_size,block_size,latency
1,10.0,30.0,30.0,1.1927821636199951
1,10.0,31.0,17.0,18.931435585021973
1,10.0,31.0,18.0,8.992258310317993
1,10.0,31.0,19.0,6.322308778762817
1,10.0,31.0,20.0,5.258297920227051
1,10.0,31.0,21.0,4.964969635009766
1,10.0,31.0,22.0,3.5193374156951904
1,10.0,31.0,23.0,2.756866216659546
1,10.0,31.0,24.0,2.42944073677063
1,10.0,31.0,25.0,2.7925865650177
1,10.0,31.0,26.0,3.0843632221221924
1,10.0,31.0,27.0,3.089075326919556
1,10.0,31.0,28.0,2.638042688369751
1,10.0,31.0,29.0,2.462017059326172
1,10.0,31.0,30.0,2.483022689819336
1,10.0,32.0,17.0,35.328078508377075
1,10.0,32.0,18.0,17.554449558258057
1,10.0,32.0,19.0,13.112571239471436
1,10.0,32.0,20.0,9.815059185028076
1,10.0,32.0,21.0,9.614533185958862
1,10.0,32.0,22.0,6.66901421546936
1,10.0,32.0,23.0,5.201138496398926
1,10.0,32.0,24.0,4.752511739730835
1,10.0,32.0,25.0,5.219265699386597
1,10.0,32.0,26.0,5.001018524169922
1,10.0,32.0,27.0,4.856511831283569
1,10.0,32.0,28.0,4.841377019882202
1,10.0,32.0,29.0,4.797190427780151
1,10.0,32.0,30.0,4.812582969665527
1,10.0,33.0,17.0,82.41766333580017
1,10.0,33.0,18.0,42.55899453163147
1,10.0,33.0,19.0,28.09242796897888
1,10.0,33.0,20.0,22.0267391204834
1,10.0,33.0,21.0,17.760769367218018
1,10.0,33.0,22.0,12.108596086502075
1,10.0,33.0,23.0,10.115934133529665
1,10.0,33.0,24.0,9.832497596740724
1,10.0,33.0,25.0,10.596360206604004
1,10.0,33.0,26.0,10.087284088134766
1,10.0,33.0,27.0,10.250141859054564
1,10.0,33.0,28.0,10.884688377380373
1,10.0,33.0,29.0,9.924998760223389
1,10.0,33.0,30.0,11.287410497665403
