io_mode,bandwidth,total_size,block_size,latency
1,7000,4294967296,131072,16.091914653778076
1,7000,4294967296,262144,14.091746091842651
1,7000,4294967296,524288,14.355278968811035
1,7000,4294967296,1048576,12.884872674942017
1,7000,4294967296,2097152,11.85681962966919
1,7000,4294967296,4194304,8.317049026489258
1,7000,4294967296,8388608,7.202364444732666
1,7000,4294967296,16777216,9.064214944839478
1,7000,4294967296,33554432,7.949847221374512
1,7000,4294967296,67108864,7.600562810897827
1,7000,4294967296,134217728,5.374838590621948
1,7000,4294967296,268435456,6.339949131011963
1,7000,4294967296,536870912,5.950989246368408
1,7000,4294967296,1073741824,5.277358770370483
1,5000,2147483648,131072,9.245635747909546
1,5000,2147483648,262144,7.5051963329315186
1,5000,2147483648,524288,6.392728805541992
1,5000,2147483648,1048576,4.951355695724487
1,5000,2147483648,2097152,5.031450748443604
1,5000,2147483648,4194304,6.765461444854736
1,5000,2147483648,8388608,4.959210157394409
1,5000,2147483648,16777216,5.537773609161377
1,5000,2147483648,33554432,4.404776334762573
1,5000,2147483648,67108864,4.651959419250488
1,5000,2147483648,134217728,4.521490097045898
1,5000,2147483648,268435456,4.687185049057007
1,5000,2147483648,536870912,4.544944763183594
1,5000,2147483648,1073741824,3.733314037322998
1,7000,8589934592,131072,34.50789189338684
1,7000,8589934592,262144,27.984607934951782
1,7000,8589934592,524288,19.212486743927
1,7000,8589934592,1048576,16.858200788497925
1,7000,8589934592,2097152,14.98900294303894
1,7000,8589934592,4194304,12.646422147750854
1,7000,8589934592,8388608,11.600425958633425
1,7000,8589934592,16777216,11.690662145614624
1,7000,8589934592,33554432,11.681973218917848
1,7000,8589934592,67108864,10.88427758216858
1,7000,8589934592,134217728,10.808139324188232
1,7000,8589934592,268435456,10.732295036315918
1,7000,8589934592,536870912,10.771885871887209
1,7000,8589934592,1073741824,10.654415369033812
1,15000,2147483648,131072,6.560694217681885
1,15000,2147483648,262144,4.56377100944519
1,15000,2147483648,524288,3.9858412742614746
1,15000,2147483648,1048576,2.4984946250915527
1,15000,2147483648,2097152,2.3459439277648926
1,15000,2147483648,4194304,2.9194328784942627
1,15000,2147483648,8388608,2.1606476306915283
1,15000,2147483648,16777216,1.7910900115966797
1,15000,2147483648,33554432,1.6702139377593994
1,15000,2147483648,67108864,1.999971628189087
1,15000,2147483648,134217728,1.6981415748596191
1,15000,2147483648,268435456,2.102149724960327
1,15000,2147483648,536870912,1.840813398361206
1,15000,2147483648,1073741824,1.802152156829834
1,1000,2147483648,131072,40.12169861793518
1,1000,2147483648,262144,21.226035356521606
1,1000,2147483648,524288,24.41590666770935
1,1000,2147483648,1048576,19.310879468917847
1,1000,2147483648,2097152,21.906280517578125
1,1000,2147483648,4194304,21.3700168132782
1,1000,2147483648,8388608,18.48723316192627
1,1000,2147483648,16777216,23.142999410629272
1,1000,2147483648,33554432,27.73635053634644
1,1000,2147483648,67108864,26.51047921180725
1,1000,2147483648,134217728,27.57439088821411
