iomode,bandwidth,total_size,block_size,latency
1,11000,4294967296,131072,16.07482147216797
1,11000,4294967296,262144,12.09622073173523
1,11000,4294967296,524288,7.226256847381592
1,11000,4294967296,1048576,5.946562051773071
1,11000,4294967296,2097152,7.5138161182403564
1,11000,4294967296,4194304,4.564951181411743
1,11000,4294967296,8388608,4.262731075286865
1,11000,4294967296,16777216,5.599992752075195
1,11000,4294967296,33554432,3.813077449798584
1,11000,4294967296,67108864,5.509390354156494
1,11000,4294967296,134217728,5.829355478286743
1,11000,4294967296,268435456,6.363513231277466
1,11000,4294967296,536870912,5.461986064910889
1,11000,4294967296,1073741824,3.605962038040161
