threadpool_size,block_size,batch_completion_time
1,1,1.3180589871398056
2,280,1.0882923591036757
1,120,1.0693224540277688
1,260,1.0526123559775473
4,240,1.0899572136021463
4,220,1.0881171914982923
8,280,1.1168011894413068
4,100,1.0613731604664265
4,260,1.0590803138348235
