1,3000,1073741824,131072,6.3321685791015625
1,3000,1073741824,262144,4.061089038848877
1,3000,1073741824,524288,3.7596495151519775
1,3000,1073741824,1048576,4.592098236083984
1,3000,1073741824,2097152,3.8561835289001465
1,3000,1073741824,4194304,3.311455249786377
1,3000,1073741824,8388608,3.189141035079956
1,3000,1073741824,16777216,4.1826331615448
1,3000,1073741824,33554432,3.080509901046753
1,3000,1073741824,67108864,4.424635410308838
1,3000,1073741824,134217728,3.040754556655884
1,3000,1073741824,268435456,3.031979560852051
1,3000,1073741824,536870912,5.325127363204956
1,3000,1073741824,1073741824,4.315747499465942
