1,9000,1073741824,131072,3.4519221782684326
1,9000,1073741824,262144,2.40787935256958
1,9000,1073741824,524288,1.9334523677825928
1,9000,1073741824,1048576,1.9384634494781494
1,9000,1073741824,2097152,1.5960109233856201
1,9000,1073741824,4194304,1.3491003513336182
1,9000,1073741824,8388608,1.1640346050262451
1,9000,1073741824,16777216,1.3660173416137695
1,9000,1073741824,33554432,1.3546271324157715
1,9000,1073741824,67108864,1.1001276969909668
1,9000,1073741824,134217728,1.0723073482513428
1,9000,1073741824,268435456,1.072394847869873
1,9000,1073741824,536870912,1.0637130737304688
1,9000,1073741824,1073741824,1.06471848487854
