0,18000,137438953472,131072,248.21184992790222
0,18000,137438953472,262144,158.31475281715393
0,18000,137438953472,524288,118.35671210289001
0,18000,137438953472,1048576,97.41913437843323
0,18000,137438953472,2097152,92.25891137123108
0,18000,137438953472,4194304,78.29218602180481
0,18000,137438953472,8388608,75.28283476829529
0,18000,137438953472,16777216,65.25861954689026
0,18000,137438953472,33554432,88.11347222328186
0,18000,137438953472,67108864,84.70789957046509
0,18000,137438953472,134217728,81.83978867530823
0,18000,137438953472,268435456,82.40074801445007
