0,18000,2147483648,131072,0.5741946697235107
0,18000,2147483648,262144,0.47718358039855957
0,18000,2147483648,524288,0.4185466766357422
0,18000,2147483648,1048576,0.3870112895965576
0,18000,2147483648,2097152,0.3785586357116699
0,18000,2147483648,4194304,0.39603352546691895
0,18000,2147483648,8388608,0.4216806888580322
0,18000,2147483648,16777216,0.55521559715271
0,18000,2147483648,33554432,1.0910241603851318
0,18000,2147483648,67108864,1.223783254623413
0,18000,2147483648,134217728,1.2257356643676758
0,18000,2147483648,268435456,1.0941872596740723
0,18000,2147483648,536870912,1.4946339130401611
0,18000,2147483648,1073741824,1.4276061058044434
