1,9000,2147483648,131072,7.94471549987793
1,9000,2147483648,262144,6.077071905136108
1,9000,2147483648,524288,3.7703254222869873
1,9000,2147483648,1048576,4.413957118988037
1,9000,2147483648,2097152,3.65608286857605
1,9000,2147483648,4194304,2.9424922466278076
1,9000,2147483648,8388608,2.5717012882232666
1,9000,2147483648,16777216,2.663804769515991
1,9000,2147483648,33554432,2.21089768409729
1,9000,2147483648,67108864,3.331251859664917
1,9000,2147483648,134217728,2.7970101833343506
1,9000,2147483648,268435456,2.1094870567321777
1,9000,2147483648,536870912,2.1137988567352295
1,9000,2147483648,1073741824,2.3624844551086426
