1,5000,1073741824,131072,4.351291656494141
1,5000,1073741824,262144,2.8362865447998047
1,5000,1073741824,524288,2.6246984004974365
1,5000,1073741824,1048576,2.6966474056243896
1,5000,1073741824,2097152,2.6883316040039062
1,5000,1073741824,4194304,2.090052604675293
1,5000,1073741824,8388608,1.967456579208374
1,5000,1073741824,16777216,2.4136385917663574
1,5000,1073741824,33554432,1.893054723739624
1,5000,1073741824,67108864,1.8678765296936035
1,5000,1073741824,134217728,3.0204200744628906
1,5000,1073741824,268435456,3.213405132293701
1,5000,1073741824,536870912,2.6411337852478027
1,5000,1073741824,1073741824,2.5273616313934326
