1,9000,8589934592,131072,42.58726906776428
1,9000,8589934592,262144,24.410768032073975
1,9000,8589934592,524288,16.421626091003418
1,9000,8589934592,1048576,13.77246379852295
1,9000,8589934592,2097152,14.70781397819519
1,9000,8589934592,4194304,10.42162561416626
1,9000,8589934592,8388608,9.324914932250977
1,9000,8589934592,16777216,8.769368648529053
1,9000,8589934592,33554432,8.883626222610474
1,9000,8589934592,67108864,8.609224796295166
1,9000,8589934592,134217728,8.585241794586182
1,9000,8589934592,268435456,8.486668586730957
