1,1000,8589934592,131072,160.80923533439636
1,1000,8589934592,262144,152.59915828704834
1,1000,8589934592,524288,102.21157217025757
1,1000,8589934592,1048576,94.51508402824402
1,1000,8589934592,2097152,102.16366648674011
1,1000,8589934592,4194304,73.48054957389832
1,1000,8589934592,8388608,72.54484462738037
1,1000,8589934592,16777216,115.17587089538574
1,1000,8589934592,33554432,92.49496388435364
1,1000,8589934592,67108864,72.31945013999939
1,1000,8589934592,134217728,149.3697919845581
1,1000,8589934592,268435456,72.18369960784912
1,1000,8589934592,536870912,134.425843000412
