1,9000,4294967296,131072,18.176084756851196
1,9000,4294967296,262144,14.496246814727783
1,9000,4294967296,524288,7.828003406524658
1,9000,4294967296,1048576,6.95448899269104
1,9000,4294967296,2097152,6.9400575160980225
1,9000,4294967296,4194304,5.799156904220581
1,9000,4294967296,8388608,4.698673725128174
1,9000,4294967296,16777216,4.397024393081665
1,9000,4294967296,33554432,4.9883856773376465
1,9000,4294967296,67108864,4.3273303508758545
1,9000,4294967296,134217728,5.277030944824219
1,9000,4294967296,268435456,6.1709303855896
1,9000,4294967296,536870912,4.229961156845093
1,9000,4294967296,1073741824,4.195263862609863
