iomode,bandwidth,total_size,block_size,latency
1,10000,4294967296,131072,44.93972301483154
1,10000,4294967296,157286,39.9269962310791
1,10000,4294967296,188743,32.30301642417908
1,10000,4294967296,226492,26.41613459587097
1,10000,4294967296,271790,22.770362377166748
1,10000,4294967296,326149,19.952574968338013
1,10000,4294967296,391378,17.411854028701782
1,10000,4294967296,469654,14.132973432540894
1,10000,4294967296,563585,13.73649287223816
1,10000,4294967296,676302,11.637764692306519
1,10000,4294967296,811563,10.56003212928772
1,10000,4294967296,973875,10.44359564781189
1,10000,4294967296,1168651,10.409399032592773
1,10000,4294967296,1402381,9.848930597305298
1,10000,4294967296,1682857,11.259982585906982
1,10000,4294967296,2019429,10.002084016799927
1,10000,4294967296,2423314,8.007120609283447
1,10000,4294967296,2907977,8.833154439926147
1,10000,4294967296,3489573,7.221131324768066
1,10000,4294967296,4187488,7.350103855133057
1,10000,4294967296,5024985,7.82871413230896
1,10000,4294967296,6029983,6.487674951553345
1,10000,4294967296,7235979,5.571435451507568
1,10000,4294967296,8683175,5.596095323562622
1,10000,4294967296,10419810,5.1781322956085205
1,10000,4294967296,12503772,6.3522889614105225
1,10000,4294967296,15004527,4.966281414031982
1,10000,4294967296,18005432,5.12884259223938
1,10000,4294967296,21606519,6.725706100463867
1,10000,4294967296,25927823,4.884319067001343
1,10000,4294967296,31113388,5.252098560333252
1,10000,4294967296,37336065,6.91346549987793
1,10000,4294967296,44803279,7.0807154178619385
1,10000,4294967296,53763934,6.159602642059326
1,10000,4294967296,64516721,5.455115795135498
1,10000,4294967296,77420066,5.636078119277954
1,10000,4294967296,92904079,5.4354987144470215
1,10000,4294967296,111484895,5.378484725952148
1,10000,4294967296,133781874,5.589864730834961
1,10000,4294967296,160538249,7.115483522415161
1,10000,4294967296,192645898,6.7188944816589355
1,10000,4294967296,231175078,5.643982648849487
1,10000,4294967296,277410094,5.652683734893799
1,10000,4294967296,332892113,5.037047624588013
1,10000,4294967296,399470536,4.828329086303711
1,10000,4294967296,479364643,4.983959436416626
1,10000,4294967296,575237571,5.318580150604248
1,10000,4294967296,690285086,5.52235746383667
1,10000,4294967296,828342103,4.82509446144104
1,10000,4294967296,994010524,5.273199558258057
