iomode,bandwidth,total_size,block_size,latency
1,8000,4294967296,131072,48.37551498413086
1,8000,4294967296,157286,42.98906183242798
1,8000,4294967296,188743,37.19195008277893
1,8000,4294967296,226492,32.35840344429016
1,8000,4294967296,271790,27.736499547958374
1,8000,4294967296,326149,22.68304944038391
1,8000,4294967296,391378,19.268949270248413
1,8000,4294967296,469654,15.52543830871582
1,8000,4294967296,563585,14.694464921951294
1,8000,4294967296,676302,14.36236023902893
1,8000,4294967296,811563,11.374831438064575
1,8000,4294967296,973875,14.677640438079834
1,8000,4294967296,1168651,17.91311001777649
1,8000,4294967296,1402381,12.482975244522095
1,8000,4294967296,1682857,14.185250282287598
1,8000,4294967296,2019429,13.844513893127441
1,8000,4294967296,2423314,13.639098882675171
1,8000,4294967296,2907977,10.88283109664917
1,8000,4294967296,3489573,10.885767936706543
1,8000,4294967296,4187488,9.166797161102295
1,8000,4294967296,5024985,8.081815719604492
1,8000,4294967296,6029983,7.83770751953125
1,8000,4294967296,7235979,10.287517547607422
1,8000,4294967296,8683175,7.729853868484497
1,8000,4294967296,10419810,7.323025226593018
1,8000,4294967296,12503772,7.331287384033203
1,8000,4294967296,15004527,7.567841529846191
1,8000,4294967296,18005432,6.845183849334717
1,8000,4294967296,21606519,8.202650547027588
1,8000,4294967296,25927823,7.761969804763794
1,8000,4294967296,31113388,8.240607261657715
1,8000,4294967296,37336065,9.794868469238281
1,8000,4294967296,44803279,8.2644362449646
1,8000,4294967296,53763934,6.769983530044556
1,8000,4294967296,64516721,7.418277263641357
1,8000,4294967296,77420066,6.558828115463257
1,8000,4294967296,92904079,6.512743711471558
1,8000,4294967296,111484895,6.024737119674683
1,8000,4294967296,133781874,7.774843692779541
1,8000,4294967296,160538249,8.95266842842102
1,8000,4294967296,192645898,7.152820587158203
1,8000,4294967296,231175078,5.9003496170043945
1,8000,4294967296,277410094,5.7691123485565186
1,8000,4294967296,332892113,5.311864614486694
1,8000,4294967296,399470536,5.741561412811279
1,8000,4294967296,479364643,5.319750070571899
1,8000,4294967296,575237571,6.074188709259033
1,8000,4294967296,690285086,5.066556215286255
1,8000,4294967296,828342103,5.8336341381073
1,8000,4294967296,994010524,4.816263437271118
