iomode,bandwidth,total_size,block_size,latency
0,10000,4294967296,131072,1.3404386043548584
0,10000,4294967296,157286,1.2010447978973389
0,10000,4294967296,188743,1.0621294975280762
0,10000,4294967296,226492,0.9851460456848145
0,10000,4294967296,271790,1.2260017395019531
0,10000,4294967296,326149,0.9515519142150879
0,10000,4294967296,391378,0.8860881328582764
0,10000,4294967296,469654,1.8058395385742188
0,10000,4294967296,563585,1.2140388488769531
0,10000,4294967296,676302,0.8668313026428223
0,10000,4294967296,811563,1.0586445331573486
0,10000,4294967296,973875,0.8117823600769043
0,10000,4294967296,1168651,1.1799249649047852
0,10000,4294967296,1402381,1.3395261764526367
0,10000,4294967296,1682857,3.624481439590454
0,10000,4294967296,2019429,1.1824300289154053
0,10000,4294967296,2423314,2.447352886199951
0,10000,4294967296,2907977,1.5911667346954346
0,10000,4294967296,3489573,9.02378797531128
0,10000,4294967296,4187488,2.2898404598236084
0,10000,4294967296,5024985,4.08720850944519
0,10000,4294967296,6029983,4.959412336349487
0,10000,4294967296,7235979,5.021388053894043
0,10000,4294967296,8683175,7.946024656295776
0,10000,4294967296,10419810,11.759020566940308
0,10000,4294967296,12503772,10.001315355300903
0,10000,4294967296,15004527,9.736478328704834
0,10000,4294967296,18005432,11.41813325881958
0,10000,4294967296,21606519,10.679089784622192
0,10000,4294967296,25927823,10.893773078918457
0,10000,4294967296,31113388,11.393974781036377
0,10000,4294967296,37336065,11.548950910568237
0,10000,4294967296,44803279,11.3837308883667
0,10000,4294967296,53763934,11.439627170562744
0,10000,4294967296,64516721,11.724650621414185
0,10000,4294967296,77420066,11.509247541427612
0,10000,4294967296,92904079,11.464573383331299
0,10000,4294967296,111484895,11.417287588119507
0,10000,4294967296,133781874,11.50537896156311
0,10000,4294967296,160538249,11.047610521316528
0,10000,4294967296,192645898,11.522389888763428
0,10000,4294967296,231175078,11.252739191055298
0,10000,4294967296,277410094,11.251665830612183
0,10000,4294967296,332892113,10.729442119598389
0,10000,4294967296,399470536,10.819093227386475
0,10000,4294967296,479364643,10.538511991500854
0,10000,4294967296,575237571,11.028436422348022
0,10000,4294967296,690285086,11.06332278251648
0,10000,4294967296,828342103,11.08906888961792
0,10000,4294967296,994010524,10.55744194984436
