iomode,bandwidth,total_size,block_size,latency
1,3000,4294967296,131072,70.2460126876831
1,3000,4294967296,157286,58.00286293029785
1,3000,4294967296,188743,56.86349368095398
1,3000,4294967296,226492,59.460408449172974
1,3000,4294967296,271790,52.279114723205566
1,3000,4294967296,326149,53.8323540687561
1,3000,4294967296,391378,42.06415891647339
1,3000,4294967296,469654,40.53690195083618
1,3000,4294967296,563585,34.20515966415405
1,3000,4294967296,676302,26.338510751724243
1,3000,4294967296,811563,25.865439653396606
1,3000,4294967296,973875,22.355693101882935
1,3000,4294967296,1168651,28.26012659072876
1,3000,4294967296,1402381,24.647811889648438
1,3000,4294967296,1682857,28.084357261657715
1,3000,4294967296,2019429,22.70526146888733
1,3000,4294967296,2423314,19.520776748657227
1,3000,4294967296,2907977,22.32918930053711
1,3000,4294967296,3489573,15.813087463378906
1,3000,4294967296,4187488,16.865846633911133
1,3000,4294967296,5024985,14.629270792007446
1,3000,4294967296,6029983,14.165518760681152
1,3000,4294967296,7235979,13.895219326019287
1,3000,4294967296,8683175,15.778168678283691
1,3000,4294967296,10419810,13.344906330108643
1,3000,4294967296,12503772,13.17551326751709
1,3000,4294967296,15004527,12.777607917785645
1,3000,4294967296,18005432,15.198683977127075
1,3000,4294967296,21606519,12.66044807434082
1,3000,4294967296,25927823,12.634747505187988
1,3000,4294967296,31113388,12.602446794509888
1,3000,4294967296,37336065,15.687024593353271
1,3000,4294967296,44803279,12.444708108901978
1,3000,4294967296,53763934,12.48562240600586
1,3000,4294967296,64516721,12.444655656814575
1,3000,4294967296,77420066,17.571403980255127
1,3000,4294967296,92904079,12.308283567428589
1,3000,4294967296,111484895,19.062182903289795
1,3000,4294967296,133781874,12.402315616607666
1,3000,4294967296,160538249,12.020645380020142
1,3000,4294967296,192645898,14.621747970581055
1,3000,4294967296,231175078,17.62285876274109
1,3000,4294967296,277410094,15.483153820037842
1,3000,4294967296,332892113,11.76092004776001
1,3000,4294967296,399470536,21.864304065704346
1,3000,4294967296,479364643,11.58150601387024
1,3000,4294967296,575237571,23.347641468048096
1,3000,4294967296,690285086,13.656561851501465
1,3000,4294967296,828342103,19.89845633506775
1,3000,4294967296,994010524,19.659120321273804
