iomode,bandwidth,total_size,block_size,latency
1,9000,4294967296,131072,51.28439426422119
1,9000,4294967296,157286,44.756819009780884
1,9000,4294967296,188743,36.37034058570862
1,9000,4294967296,226492,30.19195032119751
1,9000,4294967296,271790,26.261719942092896
1,9000,4294967296,326149,19.37716054916382
1,9000,4294967296,391378,18.53805375099182
1,9000,4294967296,469654,13.948892831802368
1,9000,4294967296,563585,12.702576160430908
1,9000,4294967296,676302,12.291009187698364
1,9000,4294967296,811563,11.058229446411133
1,9000,4294967296,973875,9.305813789367676
1,9000,4294967296,1168651,10.409685134887695
1,9000,4294967296,1402381,10.421491146087646
1,9000,4294967296,1682857,10.280411720275879
1,9000,4294967296,2019429,9.15173602104187
1,9000,4294967296,2423314,8.975184679031372
1,9000,4294967296,2907977,8.547872304916382
1,9000,4294967296,3489573,8.079008340835571
1,9000,4294967296,4187488,6.859791278839111
1,9000,4294967296,5024985,7.3944783210754395
1,9000,4294967296,6029983,6.714935302734375
1,9000,4294967296,7235979,6.837949275970459
1,9000,4294967296,8683175,5.296095848083496
1,9000,4294967296,10419810,5.959220886230469
1,9000,4294967296,12503772,5.19577431678772
1,9000,4294967296,15004527,5.87523889541626
1,9000,4294967296,18005432,6.094400882720947
1,9000,4294967296,21606519,4.973657608032227
1,9000,4294967296,25927823,5.861317157745361
1,9000,4294967296,31113388,6.81673002243042
1,9000,4294967296,37336065,6.149809122085571
1,9000,4294967296,44803279,5.7172534465789795
1,9000,4294967296,53763934,6.498248815536499
1,9000,4294967296,64516721,6.199261665344238
1,9000,4294967296,77420066,6.593836307525635
1,9000,4294967296,92904079,5.179977178573608
1,9000,4294967296,111484895,6.734235525131226
1,9000,4294967296,133781874,6.5455873012542725
1,9000,4294967296,160538249,6.874862194061279
1,9000,4294967296,192645898,9.503779411315918
1,9000,4294967296,231175078,5.6050190925598145
1,9000,4294967296,277410094,5.361058950424194
1,9000,4294967296,332892113,8.16465950012207
1,9000,4294967296,399470536,5.239770174026489
1,9000,4294967296,479364643,5.14635443687439
1,9000,4294967296,575237571,8.314070701599121
1,9000,4294967296,690285086,10.583999395370483
1,9000,4294967296,828342103,5.683672904968262
1,9000,4294967296,994010524,5.66956090927124
