iomode,bandwidth,total_size,block_size,latency
1,7000,4294967296,131072,87.57255625724792
1,7000,4294967296,157286,80.73080444335938
1,7000,4294967296,188743,70.68147873878479
1,7000,4294967296,226492,62.45610165596008
1,7000,4294967296,271790,27.558234930038452
1,7000,4294967296,326149,21.06207513809204
1,7000,4294967296,391378,50.98469519615173
1,7000,4294967296,469654,15.714962244033813
1,7000,4294967296,563585,15.059825420379639
1,7000,4294967296,676302,41.191871881484985
1,7000,4294967296,811563,11.944955110549927
1,7000,4294967296,973875,13.103236198425293
1,7000,4294967296,1168651,11.59444260597229
1,7000,4294967296,1402381,11.611818313598633
1,7000,4294967296,1682857,14.27391529083252
1,7000,4294967296,2019429,12.278116941452026
1,7000,4294967296,2423314,15.960798978805542
1,7000,4294967296,2907977,16.311747312545776
1,7000,4294967296,3489573,25.87260413169861
1,7000,4294967296,4187488,18.31633496284485
1,7000,4294967296,5024985,11.700522184371948
1,7000,4294967296,6029983,7.21087121963501
1,7000,4294967296,7235979,8.491657018661499
1,7000,4294967296,8683175,6.609996795654297
1,7000,4294967296,10419810,17.552136421203613
1,7000,4294967296,12503772,6.8209733963012695
1,7000,4294967296,15004527,14.487568855285645
1,7000,4294967296,18005432,5.937272548675537
1,7000,4294967296,21606519,11.8342866897583
1,7000,4294967296,25927823,5.974744081497192
1,7000,4294967296,31113388,16.624682188034058
1,7000,4294967296,37336065,6.912351369857788
1,7000,4294967296,44803279,13.82944917678833
1,7000,4294967296,53763934,5.8605122566223145
1,7000,4294967296,64516721,14.86436676979065
1,7000,4294967296,77420066,9.76267671585083
1,7000,4294967296,92904079,6.907358407974243
1,7000,4294967296,111484895,5.785895109176636
1,7000,4294967296,133781874,5.771174907684326
1,7000,4294967296,160538249,9.383904695510864
1,7000,4294967296,192645898,13.751713991165161
1,7000,4294967296,231175078,14.988650560379028
1,7000,4294967296,277410094,15.023254632949829
1,7000,4294967296,332892113,16.465102672576904
1,7000,4294967296,399470536,5.285088062286377
1,7000,4294967296,479364643,5.084577322006226
1,7000,4294967296,575237571,5.407330513000488
1,7000,4294967296,690285086,5.483505964279175
1,7000,4294967296,828342103,5.471735715866089
1,7000,4294967296,994010524,5.238722801208496
