threadpool_size,block_size,batch_completion_time
1,1,1.1511158722182222
8,300,0.765193140005865
8,220,0.7721362198950348
4,220,0.8089550957960241
2,140,0.7507956490797154
4,260,0.7615288894717432
4,120,0.769956721177622
4,60,0.7690391137820332
4,160,0.7866386455648086
4,100,0.7896758630313976
8,220,0.7720613099249501
