iomode,bandwidth,total_size,block_size,latency
1,7000,2147483648,131072,6.510638236999512
1,7000,2147483648,262144,5.0439441204071045
1,7000,2147483648,524288,4.46614146232605
1,7000,2147483648,1048576,3.904005765914917
1,7000,2147483648,2097152,3.8374414443969727
1,7000,2147483648,4194304,3.2612199783325195
1,7000,2147483648,8388608,3.051138162612915
1,7000,2147483648,16777216,2.9409573078155518
1,7000,2147483648,33554432,2.932325601577759
1,7000,2147483648,67108864,2.75808048248291
1,7000,2147483648,134217728,2.691481351852417
1,7000,2147483648,268435456,2.6681649684906006
1,7000,2147483648,536870912,2.647677421569824
1,7000,2147483648,1073741824,2.62640118598938
