iomode,bandwidth,total_size,block_size,latency
1,3000,8589934592,131072,70.28579807281494
1,3000,8589934592,262144,51.53849744796753
1,3000,8589934592,524288,32.3428053855896
1,3000,8589934592,1048576,34.99289321899414
1,3000,8589934592,2097152,28.69783902168274
1,3000,8589934592,4194304,26.147303104400635
1,3000,8589934592,8388608,26.69148564338684
1,3000,8589934592,16777216,39.98306465148926
1,3000,8589934592,33554432,44.36569285392761
1,3000,8589934592,67108864,33.81838393211365
1,3000,8589934592,134217728,36.92487668991089
1,3000,8589934592,268435456,33.22677278518677
1,3000,8589934592,536870912,25.33253788948059
1,3000,8589934592,1073741824,29.50976538658142
